gene	A01	A03	A06	A07	A08	D36_SCC	D39_SCC	D42_SCC	D44_SCC	E57_SCC	
Olfr410	0	0	0	0	0	13	1	2	0	0	
Ano8	19	12	65	19	10	9	21	39	20	42	
Ano9	0	3	4	0	0	18	50	54	29	78	
Ano4	3	5	8	1	0	3	17	50	38	10	
Ano5	34	15	33	27	6	52	15	52	26	7	
Mogs	74	43	307	96	76	37	160	57	31	138	
Ano7	11	0	1	9	1	20	12	44	19	2	
Kantr	59	20	95	26	33	5	118	19	5	43	
Ano2	1	1	3	0	1	19	6	36	28	7	
Ano3	9	0	40	1	1	24	95	44	19	20	
Irf3	49	47	162	95	41	28	94	37	24	52	
Irf2	628	162	995	465	246	217	438	118	70	292	
Irf1	164	25	464	107	28	107	199	44	41	80	
Irf7	13	38	15	0	4	123	137	61	17	288	
Irf6	49	17	127	23	29	101	275	120	60	247	
Irf5	69	17	84	54	40	9	42	27	14	106	
Irf4	26	16	76	47	4	26	56	59	30	6	
Irf9	124	91	202	46	25	35	129	65	28	107	
Irf8	88	58	109	36	28	33	48	64	27	27	
4921518K17Rik	2	9	1	2	1	21	11	101	42	3	
Zbtb12	6	3	90	11	16	0	61	34	27	5	
Zbtb11	75	42	247	96	43	5	190	55	24	176	
Zbtb10	108	32	245	49	57	89	28	70	28	13	
Zbtb17	14	28	93	7	6	21	91	40	23	44	
Zbtb16	346	52	1161	57	40	78	154	93	54	19	
Zbtb14	136	23	148	64	47	27	65	74	33	63	
Zbtb18	99	75	433	212	73	37	257	97	53	50	
Gm19303	0	0	0	0	0	2	5	5	5	4	
Gm14308	0	0	0	0	0	0	0	0	0	0	
A730004F24Rik	0	0	0	0	0	7	3	13	4	0	
Gm14305	9	0	26	7	0	0	17	0	0	0	
Eral1	59	6	27	4	3	15	18	27	12	11	
D10Wsu102e	21	45	136	39	9	18	74	54	32	40	
Retnlb	0	0	0	0	0	0	0	1	1	0	
Retnla	53	5	125	7	5	0	0	37	2	37	
Retnlg	8	0	65	5	0	0	41	5	0	5	
Gm7977	1	0	0	0	0	0	1	6	1	13	
1700057H21Rik	0	0	1	0	4	0	0	4	0	0	
Gm7978	0	0	0	0	0	0	0	0	0	0	
Man1c1	334	200	471	435	146	225	354	248	86	237	
Olfr686	0	1	0	0	0	9	0	8	7	0	
Atxn2l	435	225	1001	453	210	120	618	162	101	490	
Scgb1c1	2	3	10	0	5	0	0	1	0	0	
Ngef	20	14	50	7	3	28	44	67	38	19	
Vim	908	396	3556	912	389	68	367	221	91	403	
Vip	0	0	0	0	0	30	0	8	3	1	
Vit	7	0	7	0	1	13	13	14	8	7	
Gin1	14	0	33	1	24	1	7	8	7	0	
Rps27rt	0	0	0	0	0	0	0	0	0	0	
9430076C15Rik	10	10	37	18	12	37	12	48	13	21	
Mdh1b	5	0	5	0	0	0	0	13	7	0	
Htr2a	2	0	2	25	0	6	4	9	18	0	
Nhsl2	450	382	526	650	282	141	260	187	89	197	
Htr2c	3	0	39	0	0	18	35	29	4	8	
Htr2b	9	0	12	30	0	12	19	29	12	5	
Gm12794	0	0	0	0	0	0	0	16	3	1	
Rrp12	5	3	73	55	2	5	37	40	20	3	
Rrp15	15	2	52	11	36	28	1	13	18	4	
Col7a1	6	1	123	34	2	107	87	58	30	246	
2210016L21Rik	45	9	69	12	0	4	27	11	14	15	
1810043G02Rik	1	0	24	2	3	1	51	23	8	29	
DXBay18	0	0	0	0	0	0	0	0	0	0	
Rrp1b	30	48	158	76	33	19	128	63	48	45	
Sptb	49	11	93	45	55	48	64	148	117	41	
Gm1987	15	24	160	15	8	0	0	0	0	0	
4933433G15Rik	0	21	6	0	0	1	0	18	11	5	
Gm5607	6	4	22	2	7	62	73	178	73	44	
Ramp1	21	11	79	19	7	3	2	24	11	2	
Fam167a	89	87	146	78	27	15	114	62	31	139	
Cilp	0	6	0	0	4	17	12	57	37	21	
Ramp2	507	255	1855	474	282	1	117	14	8	45	
Pxylp1	29	0	56	23	1	27	40	64	56	24	
Hmga2	23	1	3	12	2	23	74	68	36	47	
Hmga1	8	0	0	0	0	12	21	0	6	34	
Tnik	183	52	388	53	37	39	153	77	34	66	
B020031M17Rik	0	0	1	0	0	3	7	15	3	7	
BC016579	0	0	10	3	1	23	5	10	12	5	
6330415B21Rik	46	25	77	44	24	34	31	64	23	36	
Sp100	134	19	360	42	91	14	186	20	13	86	
Napsa	159	157	529	152	81	53	88	30	27	6	
Itk	110	58	53	28	11	31	18	81	37	12	
Cd44	845	273	1478	688	271	259	1845	299	197	1760	
Cd47	322	136	775	326	167	35	285	28	20	81	
Cd46	13	9	5	0	0	0	2	0	4	0	
Cd40	4	3	24	40	6	4	36	24	3	5	
Ocln	164	46	508	93	27	101	160	40	27	125	
Chrd	0	4	6	2	2	5	8	14	15	22	
Bik	12	0	19	17	5	0	31	16	2	0	
Pip5k1c	348	185	476	238	121	129	286	132	93	106	
Pip5k1b	22	15	103	43	12	8	8	15	14	1	
Pip5k1a	97	54	165	58	14	49	191	63	38	97	
4930524O05Rik	1	0	1	0	0	0	1	8	8	0	
Gm3604	2	0	17	0	3	1	5	12	3	2	
9530051G07Rik	1	0	3	18	0	12	4	31	7	4	
A730043L09Rik	1	0	2	2	0	3	6	15	18	0	
Rell1	116	40	249	41	14	57	185	82	47	138	
Rell2	0	2	4	6	2	11	14	23	4	22	
Nox1	3	0	1	2	0	14	1	16	1	0	
Nox3	0	0	1	0	0	2	8	8	4	2	
Nox4	175	140	494	204	59	72	73	16	19	8	
Tmco5b	0	0	0	0	0	0	0	4	2	1	
1700007K13Rik	13	4	43	0	9	7	5	16	5	1	
Clec3b	54	40	157	154	80	3	21	15	14	5	
Clec3a	0	2	0	0	0	40	9	34	12	12	
Tgif2lx2	0	0	0	0	0	0	0	0	0	0	
Hmces	18	14	18	7	0	2	13	21	2	10	
Gm6644	0	0	0	0	0	0	0	0	0	0	
Gm6642	0	0	0	0	0	3	0	3	2	1	
Fam65a	790	290	1153	773	436	52	252	78	47	85	
Qdpr	10	15	64	26	10	7	21	9	11	15	
Ehbp1	90	35	265	122	15	19	340	57	55	26	
Ubald1	98	86	241	56	55	37	107	62	23	215	
Wfs1	66	56	175	66	44	48	46	95	32	112	
Dcst1	0	0	0	0	0	3	11	25	6	0	
Lgals12	43	10	36	26	12	41	45	167	73	9	
Gpbp1l1	340	120	975	107	89	44	343	75	29	296	
Apoa4	0	1	0	0	0	16	6	43	18	12	
Apoa5	0	3	1	0	4	14	5	27	7	0	
Apoa1	0	0	1	0	1	0	11	19	3	0	
Apoa2	0	2	0	1	0	6	1	11	6	0	
Manbal	25	32	54	7	10	61	26	32	20	7	
6330418K02Rik	0	0	27	0	0	5	20	8	5	14	
Sds	0	0	1	0	0	2	0	4	12	5	
Gak	191	111	441	262	143	129	294	84	42	216	
Tmem11	40	43	112	39	19	30	131	20	6	19	
Tmem17	19	2	32	0	0	2	5	15	4	0	
Tmem18	30	21	169	28	30	11	102	24	18	50	
Tmem19	25	23	57	19	63	14	93	31	17	65	
Kirrel	69	24	217	72	39	64	184	94	45	278	
Methig1	0	0	0	0	0	4	0	2	1	0	
1110025L11Rik	0	0	0	0	0	1	0	8	2	2	
Wasl	200	132	930	215	156	39	413	68	39	337	
Ap1ar	116	40	190	81	34	20	294	45	32	40	
Znhit3	30	2	26	12	9	0	4	4	2	30	
Znhit2	11	8	1	14	2	19	21	2	6	6	
Znhit1	27	4	98	27	6	12	42	30	18	39	
Znhit6	45	19	96	16	5	16	22	40	34	69	
Ddx11	13	0	12	1	0	12	38	37	30	102	
Kansl3	135	52	485	179	121	29	126	73	54	120	
Kansl2	122	9	205	106	16	67	106	75	41	24	
Kansl1	350	161	561	233	109	116	397	106	56	140	
Mxi1	126	54	258	58	72	21	273	78	42	176	
Fn3krp	35	80	67	41	54	14	61	47	19	4	
Apitd1	5	1	1	15	0	0	2	5	2	1	
Zfp69	10	7	39	2	3	7	20	36	7	29	
Men1	42	16	174	31	30	40	36	61	32	24	
Nabp2	59	33	129	46	40	19	108	65	53	78	
Nabp1	95	69	151	108	9	27	263	68	34	98	
Mir3079	0	0	0	0	0	0	0	0	0	0	
Mir3078	0	0	0	0	0	0	0	0	0	0	
Mir3072	0	0	0	0	0	0	0	0	0	0	
Mir3071	0	0	0	0	0	0	0	0	0	0	
Mir3077	0	0	0	0	0	0	0	0	0	0	
Mir3076	0	0	0	0	0	0	0	0	0	0	
Mir3075	0	0	0	0	0	0	0	0	0	0	
Gm614	2	0	0	0	0	0	1	8	5	0	
Fggy	0	2	1	2	0	10	11	16	2	14	
Pogk	127	40	337	121	35	66	156	89	48	13	
Gm10248	1	0	1	0	0	1	7	25	19	1	
Pogz	181	107	435	190	125	91	263	133	73	69	
Ly9	14	5	38	2	5	36	11	45	20	0	
Gcat	6	5	3	0	0	7	14	19	4	1	
Olfr397	0	0	1	0	0	1	1	1	4	1	
Lyn	412	75	877	342	142	33	220	64	30	25	
Olfr1487	0	0	0	0	0	0	0	9	0	1	
Olfr1484	0	0	0	0	0	0	1	1	1	3	
Olfr1480	0	0	0	0	0	5	1	0	5	0	
Kif9	29	2	55	13	12	15	25	47	13	2	
Kif6	8	8	32	3	0	5	7	32	14	10	
Kif7	27	6	24	7	4	10	7	34	28	20	
Kif4	2	3	0	2	0	18	21	33	7	160	
Olfr1489	0	0	0	0	0	0	2	3	0	0	
Olfr1300-ps1	0	0	0	3	0	2	12	1	1	0	
B930092H01Rik	0	0	2	1	1	17	7	29	32	2	
Timm8b	15	14	92	11	1	0	20	8	2	19	
Hr	55	4	46	9	69	46	124	80	65	229	
Hp	532	233	2381	364	309	2	224	61	47	32	
Lifr	917	308	2329	905	492	113	436	176	101	130	
Hc	1397	612	4373	1079	584	36	17	72	56	49	
Amotl1	912	532	2398	792	446	223	921	247	129	1036	
1700047L14Rik	0	0	0	0	0	2	0	2	4	0	
Amotl2	551	353	1546	201	185	62	238	106	51	140	
Tctn2	18	5	45	26	13	7	23	41	9	1	
Tctn3	23	8	42	5	7	12	9	15	5	11	
Tctn1	97	7	62	69	6	46	114	45	15	35	
Sugp2	44	7	92	30	8	9	81	49	35	42	
Sugp1	35	12	119	11	8	14	79	54	35	40	
Aste1	9	1	33	9	0	10	9	18	9	6	
Faim	5	24	106	39	25	0	94	21	9	93	
Prh1	3	10	17	0	38	10	31	21	22	5	
Olfr611	0	0	0	0	0	0	2	3	0	0	
Ehbp1l1	333	123	643	335	106	57	261	127	71	307	
Blzf1	23	11	205	72	18	39	114	57	44	26	
Rock1	694	315	3606	375	187	40	793	144	51	735	
Rock2	903	340	3992	850	264	48	839	116	73	623	
BC052688	15	0	1	0	0	6	3	19	24	0	
Klrc1	6	0	0	1	0	18	5	6	3	0	
Klrc3	0	0	0	0	0	0	0	2	0	0	
Klrc2	0	0	0	0	0	0	0	1	1	0	
Rab26os	0	0	0	0	0	0	0	0	1	0	
Bbs1	16	1	88	18	7	48	32	92	55	14	
Bbs2	0	25	99	61	7	4	30	43	20	14	
Bbs5	5	6	14	0	1	0	11	5	0	25	
Bbs4	25	59	149	14	5	4	15	29	15	8	
Bbs7	26	2	23	3	0	2	9	17	6	2	
Plac8	77	26	19	65	22	77	308	65	14	629	
Esm1	13	41	66	5	37	1	3	10	11	1	
BC029722	67	30	108	43	38	19	47	39	17	46	
Best3	13	1	70	2	18	33	14	36	25	7	
Best2	0	0	0	1	1	13	1	18	6	14	
Best1	3	3	19	0	1	13	19	19	6	1	
Hbs1l	159	135	290	46	113	16	100	58	27	268	
Zmym2	229	80	553	179	196	134	261	47	39	211	
Fam160a1	32	75	161	49	21	30	224	75	36	99	
Fam160a2	194	20	293	124	36	77	132	127	61	77	
Zmym1	11	5	67	5	8	3	10	22	4	1	
Zmym6	40	26	100	37	17	68	59	61	40	93	
Zmym4	104	80	363	99	70	13	251	67	33	50	
Zmym5	146	35	443	162	102	58	209	179	112	45	
Ampd3	132	41	337	210	20	15	156	69	46	46	
Ampd2	61	21	65	16	2	30	99	52	25	35	
Ampd1	2	0	2	0	2	18	3	6	13	1	
Gm3488	0	0	0	0	0	0	0	0	0	0	
Top1	345	143	1229	301	204	43	414	103	62	281	
6430571L13Rik	6	10	16	6	12	38	23	41	26	19	
Zfp617	103	20	367	31	43	17	120	89	52	150	
Zfp616	0	3	0	2	0	3	18	33	31	1	
Zfp612	24	30	66	3	7	15	88	51	17	67	
Twsg1	396	244	905	528	299	88	581	79	41	415	
Bahcc1	58	47	448	112	120	100	222	181	145	63	
Zfp619	7	8	15	0	3	19	19	56	28	5	
Zfp618	0	0	3	2	0	11	8	22	11	3	
Polr3f	44	36	231	63	8	34	150	125	63	13	
Polr3g	16	3	12	5	32	18	14	22	5	19	
Polr3d	19	3	133	57	32	10	60	39	14	56	
Polr3e	70	11	114	71	37	22	40	61	30	13	
Polr3b	103	6	211	61	23	60	93	55	18	118	
Polr3c	38	2	32	15	2	21	30	16	15	134	
Polr3a	17	76	103	70	71	53	93	51	25	57	
Polr3k	55	54	195	107	71	16	110	43	18	44	
Polr3h	19	24	22	26	12	9	78	32	35	36	
Casc3	114	95	361	179	52	54	107	67	34	78	
1700010K23Rik	0	0	0	0	0	0	0	0	0	0	
Miox	0	0	0	0	0	0	5	8	5	1	
Mios	36	43	61	54	2	56	98	22	27	15	
Casc5	49	53	87	53	8	19	33	37	27	79	
Casc4	214	179	348	132	119	187	212	213	160	225	
Olfr76	0	0	2	1	0	1	6	3	1	2	
Olfr77	0	2	0	0	0	1	4	5	3	0	
Olfr74	0	0	0	0	1	0	1	1	3	0	
Pibf1	97	2	141	58	47	11	57	28	8	23	
Glt8d2	11	0	19	2	0	4	16	21	6	0	
Olfr70	2	1	6	3	3	9	53	16	29	3	
Olfr71	0	2	0	0	0	29	6	18	9	2	
Acot10	17	0	0	0	0	4	2	5	5	0	
Acot11	77	45	102	47	25	37	47	103	35	36	
Acot12	0	0	1	2	0	1	10	21	6	35	
Acot13	32	4	66	40	44	0	115	23	6	6	
Olfr78	0	0	0	0	0	3	4	24	4	1	
Gm15987	11	1	3	4	0	18	8	5	4	17	
Cyp24a1	0	0	0	2	1	9	14	23	7	12	
Ctbp1	219	102	579	139	50	14	301	35	13	167	
Ctbp2	139	69	292	152	47	116	203	98	35	247	
Hemk1	16	0	63	44	3	26	34	29	18	3	
Cyp3a16	0	0	0	1	0	7	6	14	4	3	
Rdh8	1	0	0	0	1	1	12	15	5	2	
Rdh9	18	39	40	40	33	38	105	230	180	123	
Rdh7	0	0	1	1	0	0	0	2	2	4	
Rdh5	22	3	2	0	6	2	3	23	3	17	
Rdh1	12	2	34	5	8	52	25	127	85	6	
Mir6370	0	0	0	0	0	0	1	1	0	0	
Dap	241	38	587	104	14	164	162	46	48	540	
Mir6377	0	0	0	0	0	0	0	0	0	0	
Kctd13	7	1	43	12	15	7	0	21	21	65	
Kctd12	490	246	1168	420	339	284	951	181	101	212	
Kctd11	40	18	130	42	18	29	195	55	36	56	
Kctd10	561	194	1252	436	262	109	319	87	44	147	
Kctd17	39	9	74	28	9	10	52	40	31	174	
Kctd16	0	0	6	1	14	8	10	11	9	3	
Kctd15	39	10	60	60	3	41	35	43	25	7	
Kctd14	51	12	46	38	35	66	96	72	49	90	
Kctd19	0	1	0	0	0	6	7	11	20	38	
Kctd18	30	13	28	16	3	21	76	22	9	97	
Adgrd1	24	4	145	140	10	39	13	66	38	75	
Smco3	2	1	2	0	2	18	8	38	22	2	
Smco2	1	2	0	1	3	2	3	20	7	0	
Smco1	10	4	0	6	0	67	15	43	29	51	
Smco4	21	0	52	40	10	4	46	10	11	14	
Gm3448	0	0	0	0	0	0	0	0	0	0	
5530601H04Rik	98	12	43	30	20	90	72	78	58	21	
Zfp180	54	70	200	122	104	14	81	93	41	158	
Satl1	2	3	1	0	1	6	1	10	5	5	
Dpysl4	0	0	0	0	1	8	2	35	23	2	
Dpysl5	17	9	142	69	22	37	39	51	34	14	
Dpysl2	2180	1108	4574	1579	1279	133	357	128	126	207	
Dpysl3	225	52	471	112	87	68	306	98	40	305	
Fchsd1	11	6	40	39	5	13	41	49	21	66	
Fchsd2	335	154	388	159	168	35	146	76	68	165	
Plxna4os1	0	0	1	0	0	5	31	13	14	0	
Fpgt	41	25	165	42	12	4	81	11	6	1	
Fpgs	8	1	39	8	15	21	32	24	11	4	
Cpt1a	233	212	543	132	54	27	292	85	47	112	
Agl	322	145	420	253	123	116	323	235	118	210	
Agk	59	2	55	29	21	4	85	46	9	21	
Olfr608	0	0	2	2	0	1	2	15	2	2	
Olfr609	0	0	0	0	0	4	0	21	7	0	
Layn	43	12	67	7	6	18	35	33	22	28	
Olfr605	0	0	0	0	0	7	0	5	6	0	
Olfr603	0	0	0	0	0	0	0	0	0	0	
Aga	4	5	10	0	35	15	15	8	3	1	
Olfr601	0	0	0	0	0	5	0	8	0	3	
Gm20939	3	0	12	0	0	6	10	17	8	0	
Cpt1b	0	0	15	0	0	0	1	2	0	0	
Esr2	9	16	3	31	17	11	23	50	28	36	
Agt	0	0	2	15	6	9	8	29	18	4	
Pgm2l1	141	77	341	54	56	96	229	93	52	102	
4933400A11Rik	0	0	0	0	0	1	0	21	7	6	
A330076H08Rik	1	0	7	31	1	0	0	3	0	2	
Pthlh	0	1	4	0	0	143	185	28	15	100	
Dnttip1	7	59	36	17	5	9	32	15	13	64	
Dnttip2	72	51	423	44	24	20	143	45	32	131	
Rptn	5	0	110	10	2	21	36	94	43	29	
Col20a1	3	6	61	44	8	9	20	37	35	3	
Iglon5	9	12	15	26	17	117	94	228	98	24	
Heatr5a	189	25	362	223	33	54	178	164	63	254	
Heatr5b	59	36	333	136	38	41	101	60	20	72	
Adra2a	0	2	6	0	0	14	4	42	29	10	
Adra2b	0	0	0	2	1	52	7	29	15	1	
Adra2c	1	2	6	0	2	9	10	28	6	15	
Trap1	38	70	373	115	33	15	103	31	18	133	
Gm6251	0	2	2	0	2	5	14	26	5	12	
Rhag	2	0	2	0	2	3	9	43	9	6	
Aggf1	87	59	490	112	29	15	132	40	14	126	
Gm15645	6	9	4	11	6	157	89	292	171	28	
Zc3hc1	5	3	36	0	3	8	12	17	11	49	
Cth	1	0	16	2	6	1	30	11	4	14	
Elmo1	311	147	504	191	77	83	149	90	40	42	
Elmo2	184	30	423	145	52	33	170	47	29	94	
6330416G13Rik	58	21	108	20	58	32	48	37	24	6	
Rpl37a	394	133	698	338	162	67	631	79	37	406	
Sesn2	32	6	32	6	9	79	91	40	19	46	
Snord91a	3	5	2	6	1	2	1	3	1	6	
Cyp4b1-ps2	2	0	20	12	0	0	1	0	2	1	
D330050I16Rik	10	0	0	5	11	26	20	32	30	3	
Gm6878	0	3	1	5	0	5	4	19	12	1	
Sdcbp	302	187	895	436	214	105	636	110	43	569	
Cd244	82	14	70	82	5	27	16	36	30	1	
Cd247	16	5	35	4	5	9	30	61	21	4	
Cd248	55	91	106	44	2	29	58	82	42	121	
Zfp85os	14	0	18	3	7	33	17	47	13	6	
D130017N08Rik	0	0	4	0	0	5	6	16	12	2	
Zdhhc20	407	225	750	337	226	100	394	130	73	306	
Zdhhc21	251	45	472	122	67	81	343	149	87	362	
Zdhhc22	0	0	0	0	0	10	0	15	3	0	
Zdhhc23	0	3	2	0	0	19	0	9	5	0	
Zdhhc24	80	33	95	90	20	46	76	57	21	35	
Zdhhc25	0	0	0	0	1	3	2	12	6	5	
Wnt2b	24	11	13	11	2	10	15	38	22	11	
Cd24a	759	318	1643	450	605	454	1614	340	97	826	
Tsga8	0	0	0	0	0	0	8	4	2	3	
Tespa1	2	7	1	9	1	0	5	12	0	1	
Crb3	10	21	71	13	29	4	56	28	18	16	
Crb2	1	3	7	0	1	17	17	27	21	13	
Lpar2	1	11	27	23	28	73	60	63	54	24	
Sh2b2	4	46	20	1	6	8	34	36	15	4	
Sh2b3	285	105	353	227	84	108	180	63	35	162	
Sh2b1	76	19	181	39	74	28	196	63	36	74	
Kif20b	47	9	76	20	0	3	74	55	27	71	
Tas2r113	0	0	0	0	0	17	0	3	0	0	
Kif20a	21	6	41	6	3	4	57	33	22	107	
Ctla4	21	1	46	25	0	29	12	21	8	5	
Ube2d3	552	340	1292	442	151	128	652	106	28	527	
Ube2d1	99	87	219	67	68	56	248	33	16	148	
Fkbp1b	12	1	50	5	26	20	16	22	5	3	
Fkbp1a	530	322	1198	509	201	44	231	60	26	220	
Erich6	5	13	2	0	1	5	5	22	11	6	
Erich5	5	5	3	1	0	19	16	46	18	3	
Erich4	0	0	0	0	0	10	3	19	4	0	
Erich3	4	9	54	1	1	8	16	38	8	12	
Erich2	38	22	93	6	21	1	22	10	22	0	
Erich1	29	37	97	21	9	16	71	72	38	18	
Mir6997	0	0	0	0	0	0	0	0	1	0	
Nudc	90	90	545	94	57	48	69	39	37	161	
Sav1	222	83	884	319	121	80	542	97	44	267	
2410137M14Rik	0	0	0	0	1	0	8	5	0	0	
Crbn	113	66	356	64	15	31	87	24	21	96	
4930505A04Rik	0	1	0	0	0	41	2	4	0	3	
Fkbp14	2	1	153	23	16	10	32	17	10	63	
Fkbp15	207	150	441	51	63	23	213	86	53	67	
Fkbp10	38	6	63	51	42	35	25	34	30	41	
Fkbp11	6	0	27	15	10	2	9	13	2	0	
Ncald	77	33	238	67	83	20	44	34	21	6	
Nedd4l	289	190	920	313	115	182	572	270	112	166	
Naa40	107	7	138	85	85	31	166	41	28	26	
Zfp133-ps	0	0	0	0	0	0	3	11	2	2	
2610318N02Rik	0	1	0	3	0	4	10	36	10	11	
Igsf9b	4	7	38	0	1	24	33	38	27	1	
Keap1	119	42	254	115	96	61	181	78	37	185	
Tbc1d21	0	0	0	0	0	0	0	7	3	0	
Txnl1	88	42	465	47	20	33	83	14	34	40	
Pgpep1	73	13	125	19	3	17	85	71	23	30	
Pcolce2	243	180	757	326	205	14	50	33	2	0	
Slc4a5	276	172	347	62	122	41	19	67	40	20	
Slc4a4	109	64	474	127	39	52	166	63	33	375	
Slc4a7	71	5	152	63	23	33	487	91	44	110	
Slc4a1	33	2	108	18	54	42	24	51	34	2	
Cul9	130	38	185	72	40	102	90	134	56	37	
Slc4a3	45	5	41	24	10	26	41	60	40	15	
Slc4a2	214	48	227	65	33	106	203	107	47	172	
Cul5	107	39	437	162	87	53	277	39	18	153	
Cul7	55	2	168	49	28	12	60	78	35	74	
Slc4a9	2	0	2	1	0	11	9	35	22	2	
Slc4a8	97	42	78	22	29	85	74	139	76	25	
Aig1	46	28	67	2	27	9	98	23	5	42	
Cul3	249	122	836	289	106	43	450	77	43	164	
Mir551b	0	0	0	0	0	0	0	0	0	0	
Osgin1	13	26	42	17	9	19	68	42	25	39	
Dcbld2	127	34	316	189	74	42	176	104	37	161	
Dcbld1	47	35	83	4	2	33	38	19	13	4	
Maats1	9	5	23	24	32	45	11	34	30	9	
Mcmdc2	81	166	202	104	195	1038	979	3759	1739	507	
4921508D12Rik	0	0	1	0	0	6	3	10	9	0	
Cep57l1	9	13	16	11	6	25	9	29	9	15	
Hormad2	0	0	1	0	0	2	2	4	3	0	
Hormad1	0	0	0	2	0	0	0	14	7	0	
Eif5b	332	187	1885	186	132	80	437	130	117	462	
Eif5a	483	292	1295	515	362	266	1332	213	95	1153	
Txn2	65	70	165	84	133	34	298	34	20	66	
Txn1	103	52	285	125	33	6	183	67	16	298	
1110032A03Rik	70	51	221	50	60	15	39	21	16	4	
Stau2	21	0	69	59	1	3	7	23	16	60	
Fyb	210	75	375	101	42	36	148	96	47	106	
Gm6249	0	0	1	0	5	20	16	32	15	3	
Fyn	143	29	375	35	11	13	107	37	21	20	
Lrmp	39	2	45	15	12	26	23	22	9	1	
Tceanc	20	30	49	2	18	16	28	34	6	2	
4930509E16Rik	2	5	8	4	4	2	2	23	8	5	
Cdkn3	0	0	0	0	0	0	0	2	3	28	
Bcl7c	20	9	80	5	1	0	20	12	8	0	
Bcl7b	116	66	292	56	17	8	93	77	43	98	
Bcl7a	113	45	155	119	27	35	122	110	60	122	
Gm1720	0	0	0	0	0	0	0	9	2	1	
1700066O22Rik	0	0	0	0	0	21	2	3	4	0	
Gltscr1	264	162	647	273	121	105	208	115	87	187	
Gltscr2	86	27	257	50	40	50	221	44	41	103	
Hist2h2ab	0	0	1	0	0	1	28	3	1	9	
A530072M11Rik	0	0	0	1	0	8	34	16	7	2	
Hist2h2ac	29	4	30	24	10	0	54	7	5	49	
2900092D14Rik	253	222	158	576	241	28	71	38	35	82	
9330182L06Rik	21	2	88	50	55	21	3	24	12	1	
Trmt112	31	40	237	125	30	56	150	48	17	130	
Noc2l	51	27	345	38	16	8	193	41	18	46	
Ckb	53	32	65	57	50	12	18	43	13	3	
Ckm	7	2	65	8	3	4	1	12	0	0	
Gm428	0	0	0	0	0	0	0	0	0	0	
Stxbp1	120	61	368	61	8	12	60	48	23	22	
Stxbp3	66	34	235	45	61	9	132	26	6	82	
Stxbp2	172	66	220	115	64	98	243	187	103	124	
Stxbp5	132	48	409	139	104	105	215	77	41	144	
Stxbp4	95	31	226	45	20	90	117	162	81	38	
Stxbp6	290	241	604	423	190	23	160	68	21	88	
Smpx	34	0	38	19	7	8	0	15	6	5	
Cldn16	0	1	0	0	0	3	1	6	16	0	
Nt5m	0	0	37	3	4	7	14	6	12	14	
Fam210a	101	60	287	199	127	45	267	111	52	57	
Mir450-2	0	0	0	0	0	0	0	0	0	0	
Serpinc1	2	0	0	0	0	2	1	35	9	0	
Nt5c	61	15	253	67	0	13	125	30	12	293	
Nt5e	182	178	587	200	177	135	575	97	44	266	
Ifne	0	0	0	0	0	0	0	6	3	1	
Xirp2	62	10	192	38	25	59	23	126	48	30	
Nebl	402	212	873	362	187	39	275	39	30	85	
Ddx19a	69	20	311	105	81	19	127	45	22	60	
Rab33a	0	13	1	0	0	0	30	6	7	2	
Rnls	1	1	29	1	0	21	1	9	0	1	
Mir142b	0	0	0	0	0	0	0	0	0	0	
Alx1	1	1	0	14	2	15	11	46	12	26	
Mir7-1	0	0	1	0	0	0	0	0	0	0	
Alx4	1666	1299	2101	2091	1277	512	588	425	270	729	
Rrp1	123	62	667	128	57	23	233	60	28	171	
Rrp8	40	10	65	12	3	23	30	37	31	45	
Rrp9	10	2	18	18	7	3	20	17	10	1	
Kif4-ps	0	0	2	1	2	36	16	48	22	4	
Epsti1	11	18	57	31	51	0	38	34	18	20	
1700124L16Rik	0	0	0	0	0	0	0	0	8	0	
Mir31	0	0	0	0	0	0	0	0	0	0	
Mir32	0	0	0	0	0	0	0	0	0	0	
Mir33	0	0	0	0	0	0	0	0	0	0	
E030013I19Rik	13	0	32	1	27	15	3	21	9	2	
Ppih	24	34	29	12	4	19	39	44	32	26	
Ppig	182	112	1039	255	63	25	477	139	60	206	
Ppif	23	1	12	44	56	8	69	17	10	52	
Ppie	5	0	59	17	7	0	7	11	7	4	
Ppid	17	8	207	38	47	19	109	43	27	92	
Ppic	54	51	310	54	72	11	233	18	24	24	
Ppib	174	113	992	287	73	35	436	58	52	314	
Ppia	307	185	1444	263	197	100	677	197	102	644	
Nup153	283	114	891	254	122	58	298	109	47	265	
1700037H04Rik	47	8	53	4	2	21	40	8	6	54	
Grb2	227	83	423	208	120	42	168	66	34	101	
Nup155	152	15	299	172	38	34	102	67	44	131	
Cyp4x1	1	0	0	2	0	0	1	6	4	1	
Ubl5	22	38	168	79	105	6	115	30	20	78	
3110052M02Rik	5	0	48	34	3	9	29	31	6	2	
Ubl3	937	606	2205	1001	355	124	711	96	40	255	
Egfem1	17	0	0	0	0	6	5	30	7	16	
Mir181a-1	0	0	0	0	0	0	0	0	0	0	
Zadh2	145	25	152	70	31	13	214	36	16	92	
Etd	0	0	0	0	0	0	5	6	4	0	
Smim13	116	11	314	99	39	34	64	89	49	16	
Smim12	14	4	47	4	40	21	29	10	6	1	
